Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
NE,6,3,50.00%,29,2,7.1%,4,2,50.00%,17,2,9.8%,All N'Keal Harry red zone receiving plays,N'Keal Harry,2019
NO,6,6,100.00%,38,4,7.8%,5,5,100.00%,24,4,14.3%,All Taysom Hill red zone receiving plays,Taysom Hill,2019
MIA,6,4,66.67%,49,2,8.5%,1,0,0.00%,0,0,4.8%,All Allen Hurns red zone receiving plays,Allen Hurns,2019
BAL,6,2,33.33%,7,1,9.5%,3,2,66.67%,7,1,10.0%,All Hayden Hurst red zone receiving plays,Hayden Hurst,2019
BAL,6,6,100.00%,42,4,9.5%,2,2,100.00%,17,2,6.7%,All Mark Ingram red zone receiving plays,Mark Ingram,2019
ARI,6,6,100.00%,38,2,8.7%,2,2,100.00%,7,1,6.3%,All David Johnson red zone receiving plays,David Johnson,2019
ARI,6,1,16.67%,9,1,8.7%,3,1,33.33%,9,1,9.4%,All KeeSean Johnson red zone receiving plays,KeeSean Johnson,2019
2TM,6,3,50.00%,8,0,0,5,2,40.00%,5,0,0,All Zay Jones red zone receiving plays,Zay Jones,2019
SF,6,6,100.00%,36,1,8.5%,3,3,100.00%,11,1,7.7%,All Kyle Juszczyk red zone receiving plays,Kyle Juszczyk,2019
BUF,6,2,33.33%,9,1,12.5%,4,2,50.00%,9,1,19.0%,All Dawson Knox red zone receiving plays,Dawson Knox,2019
NYG,6,5,83.33%,32,2,9.0%,2,2,100.00%,11,2,7.4%,All Cody Latimer red zone receiving plays,Cody Latimer,2019
DAL,6,3,50.00%,7,0,10.3%,0,0,0,0,0,.0%,All Tony Pollard red zone receiving plays,Tony Pollard,2019
WAS,6,3,50.00%,15,2,9.7%,2,2,100.00%,11,2,6.3%,All Paul Richardson red zone receiving plays,Paul Richardson,2019
KC,6,2,33.33%,18,1,9.5%,2,1,50.00%,0,0,6.9%,All Demarcus Robinson red zone receiving plays,Demarcus Robinson,2019
CLE,6,4,66.67%,19,3,8.7%,4,3,75.00%,12,3,10.8%,All Ricky Seals-Jones red zone receiving plays,Ricky Seals-Jones,2019
NYG,6,3,50.00%,8,2,9.0%,4,3,75.00%,8,2,14.8%,All Darius Slayton red zone receiving plays,Darius Slayton,2019
TEN,6,5,83.33%,44,2,12.8%,2,2,100.00%,10,1,10.0%,All Jonnu Smith red zone receiving plays,Jonnu Smith,2019
PIT,6,3,50.00%,16,0,13.6%,1,0,0.00%,0,0,6.7%,All JuJu Smith-Schuster red zone receiving plays,JuJu Smith-Schuster,2019
NYG,6,5,83.33%,20,3,9.0%,3,3,100.00%,15,3,11.1%,All Kaden Smith red zone receiving plays,Kaden Smith,2019
MIN,6,5,83.33%,43,3,12.2%,3,2,66.67%,15,2,14.3%,All Adam Thielen red zone receiving plays,Adam Thielen,2019
NYJ,6,3,50.00%,23,1,12.2%,0,0,0,0,0,.0%,All Demaryius Thomas red zone receiving plays,Demaryius Thomas,2019
KC,6,3,50.00%,12,1,9.5%,4,2,50.00%,2,1,13.8%,All Sammy Watkins red zone receiving plays,Sammy Watkins,2019
MIA,6,6,100.00%,28,1,8.5%,3,3,100.00%,6,1,14.3%,All Albert Wilson red zone receiving plays,Albert Wilson,2019
CHI,6,2,33.33%,6,1,9.1%,4,2,50.00%,6,1,12.1%,All Javon Wims red zone receiving plays,Javon Wims,2019
NYJ,5,2,40.00%,7,2,10.2%,3,2,66.67%,7,2,16.7%,All Chosen Anderson red zone receiving plays,Chosen Anderson,2019
MIA,5,2,40.00%,-2,0,7.0%,0,0,0,0,0,.0%,All Kalen Ballage red zone receiving plays,Kalen Ballage,2019
CLE,5,2,40.00%,17,0,7.2%,1,0,0.00%,0,0,2.7%,All Antonio Callaway red zone receiving plays,Antonio Callaway,2019
IND,5,5,100.00%,26,1,7.6%,1,1,100.00%,2,0,3.3%,All Parris Campbell red zone receiving plays,Parris Campbell,2019
ARI,5,4,80.00%,38,1,7.2%,1,1,100.00%,5,1,3.1%,All Charles Clay red zone receiving plays,Charles Clay,2019
PIT,5,5,100.00%,10,1,11.4%,0,0,0,0,0,.0%,All James Conner red zone receiving plays,James Conner,2019
LAR,5,3,60.00%,14,2,7.5%,5,3,60.00%,14,2,14.3%,All Brandin Cooks red zone receiving plays,Brandin Cooks,2019
MIN,5,1,20.00%,11,1,10.2%,2,0,0.00%,0,0,9.5%,All Stefon Diggs red zone receiving plays,Stefon Diggs,2019
SEA,5,4,80.00%,39,4,6.2%,3,2,66.67%,13,2,9.4%,All Will Dissly red zone receiving plays,Will Dissly,2019
2TM,5,3,60.00%,23,0,0,1,1,100.00%,5,0,0,All Kenyan Drake red zone receiving plays,Kenyan Drake,2019
MIA,5,2,40.00%,9,0,7.0%,2,1,50.00%,4,0,9.5%,All Isaiah Ford red zone receiving plays,Isaiah Ford,2019
NO,5,4,80.00%,15,1,6.5%,2,1,50.00%,6,1,5.7%,All Ted Ginn red zone receiving plays,Ted Ginn,2019
LAC,5,4,80.00%,12,1,6.8%,2,2,100.00%,7,1,5.7%,All Melvin Gordon red zone receiving plays,Melvin Gordon,2019
IND,5,3,60.00%,11,0,7.6%,4,2,50.00%,9,0,13.3%,All Nyheim Hines red zone receiving plays,Nyheim Hines,2019
PHI,5,1,20.00%,6,0,7.2%,3,1,33.33%,6,0,10.3%,All Mack Hollins red zone receiving plays,Mack Hollins,2019
MIA,5,2,40.00%,20,0,7.0%,1,0,0.00%,0,0,4.8%,All Patrick Laird red zone receiving plays,Patrick Laird,2019
TEN,5,3,60.00%,23,1,10.6%,1,1,100.00%,2,0,5.0%,All Dion Lewis red zone receiving plays,Dion Lewis,2019
DEN,5,2,40.00%,8,0,7.4%,2,1,50.00%,3,0,6.9%,All Phillip Lindsay red zone receiving plays,Phillip Lindsay,2019
KC,5,3,60.00%,23,1,7.9%,1,1,100.00%,4,0,3.4%,All LeSean McCoy red zone receiving plays,LeSean McCoy,2019
DEN,5,2,40.00%,14,0,7.4%,1,0,0.00%,0,0,3.4%,All Tim Patrick red zone receiving plays,Tim Patrick,2019
CHI,5,3,60.00%,6,0,7.6%,4,2,50.00%,1,0,12.1%,All Cordarrelle Patterson red zone receiving plays,Cordarrelle Patterson,2019
WAS,5,2,40.00%,11,1,8.1%,3,1,33.33%,4,1,9.4%,All Trey Quinn red zone receiving plays,Trey Quinn,2019
CLE,5,1,20.00%,5,0,7.2%,4,0,0.00%,0,0,10.8%,All Damion Ratley red zone receiving plays,Damion Ratley,2019
BUF,5,2,40.00%,-5,0,10.4%,2,1,50.00%,-1,0,9.5%,All Devin Singletary red zone receiving plays,Devin Singletary,2019
WAS,5,1,20.00%,11,0,8.1%,2,0,0.00%,0,0,6.3%,All Chris Thompson red zone receiving plays,Chris Thompson,2019
DET,5,3,60.00%,40,1,8.3%,2,0,0.00%,0,0,5.3%,All Logan Thomas red zone receiving plays,Logan Thomas,2019
TEN,5,2,40.00%,18,2,10.6%,1,1,100.00%,7,1,5.0%,All Delanie Walker red zone receiving plays,Delanie Walker,2019
PHI,5,4,80.00%,32,1,7.2%,2,1,50.00%,4,1,6.9%,All Greg Ward red zone receiving plays,Greg Ward,2019
OAK,5,4,80.00%,38,0,8.3%,0,0,0,0,0,.0%,All DeAndre Washington red zone receiving plays,DeAndre Washington,2019
PHI,4,2,50.00%,22,1,5.8%,2,0,0.00%,0,0,6.9%,All JJ Arcega-Whiteside red zone receiving plays,JJ Arcega-Whiteside,2019
BAL,4,4,100.00%,27,3,6.3%,3,3,100.00%,19,3,10.0%,All Miles Boykin red zone receiving plays,Miles Boykin,2019
NE,4,1,25.00%,8,0,4.7%,2,0,0.00%,0,0,4.9%,All Antonio Brown red zone receiving plays,Antonio Brown,2019
NE,4,3,75.00%,17,0,4.7%,3,2,66.67%,12,0,7.3%,All Rex Burkhead red zone receiving plays,Rex Burkhead,2019
OAK,4,3,75.00%,13,1,6.7%,1,1,100.00%,4,1,3.6%,All Derek Carrier red zone receiving plays,Derek Carrier,2019
CLE,4,1,25.00%,1,0,5.8%,1,0,0.00%,0,0,2.7%,All Nick Chubb red zone receiving plays,Nick Chubb,2019
ARI,4,1,25.00%,5,1,5.8%,2,1,50.00%,5,1,6.3%,All Pharoh Cooper red zone receiving plays,Pharoh Cooper,2019
JAX,4,1,25.00%,11,0,6.8%,2,0,0.00%,0,0,6.1%,All Seth Devalve red zone receiving plays,Seth Devalve,2019
TEN,4,2,50.00%,16,1,8.5%,2,1,50.00%,9,1,10.0%,All Anthony Firkser red zone receiving plays,Anthony Firkser,2019
NYG,4,2,50.00%,9,0,6.0%,0,0,0,0,0,.0%,All Bennie Fowler red zone receiving plays,Bennie Fowler,2019
NE,4,1,25.00%,7,0,4.7%,2,0,0.00%,0,0,4.9%,All Josh Gordon red zone receiving plays,Josh Gordon,2019
LAR,4,3,75.00%,8,2,6.0%,1,1,100.00%,2,1,2.9%,All Todd Gurley red zone receiving plays,Todd Gurley,2019
MIN,4,2,50.00%,7,1,8.2%,3,1,33.33%,5,1,14.3%,All C.J. Ham red zone receiving plays,C.J. Ham,2019
WAS,4,1,25.00%,6,1,6.5%,1,1,100.00%,6,1,3.1%,All Hale Hentges red zone receiving plays,Hale Hentges,2019
DEN,4,3,75.00%,23,1,5.9%,1,1,100.00%,8,1,3.4%,All Jeff Heuerman red zone receiving plays,Jeff Heuerman,2019
HOU,4,2,50.00%,11,0,6.5%,0,0,0,0,0,.0%,All Carlos Hyde red zone receiving plays,Carlos Hyde,2019
NE,4,1,25.00%,6,0,4.7%,2,0,0.00%,0,0,4.9%,All Jakobi Meyers red zone receiving plays,Jakobi Meyers,2019
JAX,4,3,75.00%,32,2,6.8%,2,1,50.00%,7,1,6.1%,All James O'Shaughnessy red zone receiving plays,James O'Shaughnessy,2019
LAR,4,0,0.00%,0,0,6.0%,2,0,0.00%,0,0,5.7%,All Josh Reynolds red zone receiving plays,Josh Reynolds,2019
IND,4,2,50.00%,8,2,6.1%,2,2,100.00%,8,2,6.7%,All Chester Rogers red zone receiving plays,Chester Rogers,2019
WAS,4,2,50.00%,9,0,6.5%,0,0,0,0,0,.0%,All Wendell Smallwood red zone receiving plays,Wendell Smallwood,2019
NO,4,4,100.00%,46,4,5.2%,1,1,100.00%,1,1,2.9%,All Tre'Quan Smith red zone receiving plays,Tre'Quan Smith,2019
WAS,4,1,25.00%,1,1,6.5%,4,1,25.00%,1,1,12.5%,All Jeremy Sprinkle red zone receiving plays,Jeremy Sprinkle,2019
HOU,4,2,50.00%,28,2,6.5%,0,0,0,0,0,.0%,All Kenny Stills red zone receiving plays,Kenny Stills,2019
GB,4,1,25.00%,6,0,5.5%,2,0,0.00%,0,0,6.1%,All Marquez Valdes-Scantling red zone receiving plays,Marquez Valdes-Scantling,2019
TB,4,3,75.00%,35,2,6.3%,1,1,100.00%,8,1,2.6%,All Justin Watson red zone receiving plays,Justin Watson,2019
JAX,3,2,66.67%,10,2,5.1%,3,2,66.67%,10,2,9.1%,All Ryquell Armstead red zone receiving plays,Ryquell Armstead,2019
ARI,3,1,33.33%,6,1,4.3%,1,1,100.00%,6,1,3.1%,All Dan Arnold red zone receiving plays,Dan Arnold,2019
ARI,3,3,100.00%,17,1,4.3%,1,1,100.00%,3,1,3.1%,All Damiere Byrd red zone receiving plays,Damiere Byrd,2019
HOU,3,2,66.67%,12,0,4.8%,1,0,0.00%,0,0,4.2%,All Keke Coutee red zone receiving plays,Keke Coutee,2019
TEN,3,2,66.67%,13,1,6.4%,2,2,100.00%,13,1,10.0%,All Corey Davis red zone receiving plays,Corey Davis,2019
WAS,3,2,66.67%,11,0,4.8%,1,0,0.00%,0,0,3.1%,All Vernon Davis red zone receiving plays,Vernon Davis,2019
SF,3,3,100.00%,15,2,4.2%,2,2,100.00%,9,2,5.1%,All Ross Dwelley red zone receiving plays,Ross Dwelley,2019
CHI,3,2,66.67%,4,2,4.5%,2,2,100.00%,4,2,6.1%,All Taylor Gabriel red zone receiving plays,Taylor Gabriel,2019
NYG,3,3,100.00%,22,1,4.5%,1,1,100.00%,6,1,3.7%,All Wayne Gallman red zone receiving plays,Wayne Gallman,2019
CLE,3,1,33.33%,7,1,4.3%,2,1,50.00%,7,1,5.4%,All Rashard Higgins red zone receiving plays,Rashard Higgins,2019
ATL,3,1,33.33%,10,1,3.8%,1,1,100.00%,10,1,3.1%,All Brian Hill red zone receiving plays,Brian Hill,2019
BAL,3,3,100.00%,25,0,4.8%,0,0,0,0,0,.0%,All Justice Hill red zone receiving plays,Justice Hill,2019
CHI,3,2,66.67%,22,1,4.5%,1,1,100.00%,4,0,3.0%,All Jesper Horsted red zone receiving plays,Jesper Horsted,2019
TEN,3,1,33.33%,13,1,6.4%,2,0,0.00%,0,0,10.0%,All Adam Humphries red zone receiving plays,Adam Humphries,2019
LAC,3,2,66.67%,9,0,4.1%,1,0,0.00%,0,0,2.9%,All Justin Jackson red zone receiving plays,Justin Jackson,2019
IND,3,2,66.67%,3,1,4.5%,2,2,100.00%,3,1,6.7%,All Marcus Johnson red zone receiving plays,Marcus Johnson,2019
BUF,3,2,66.67%,20,1,6.3%,1,0,0.00%,0,0,4.8%,All Tyler Kroft red zone receiving plays,Tyler Kroft,2019
NE,3,1,33.33%,8,1,3.5%,1,1,100.00%,8,1,2.4%,All Matt LaCosse red zone receiving plays,Matt LaCosse,2019
GB,3,2,66.67%,11,0,4.1%,3,2,66.67%,11,0,9.1%,All Allen Lazard red zone receiving plays,Allen Lazard,2019
NE,3,0,0.00%,0,0,3.5%,2,0,0.00%,0,0,4.9%,All Sony Michel red zone receiving plays,Sony Michel,2019
SF,3,2,66.67%,18,0,4.2%,0,0,0,0,0,.0%,All Raheem Mostert red zone receiving plays,Raheem Mostert,2019
JAX,3,1,33.33%,12,1,5.1%,1,0,0.00%,0,0,3.0%,All Nick O'Leary red zone receiving plays,Nick O'Leary,2019
SF,3,2,66.67%,17,1,4.2%,2,1,50.00%,5,1,5.1%,All Dante Pettis red zone receiving plays,Dante Pettis,2019
TEN,3,3,100.00%,16,0,6.4%,0,0,0,0,0,.0%,All Kalif Raymond red zone receiving plays,Kalif Raymond,2019
OAK,3,2,66.67%,9,0,5.0%,0,0,0,0,0,.0%,All Jalen Richard red zone receiving plays,Jalen Richard,2019
CHI,3,0,0.00%,0,0,4.5%,2,0,0.00%,0,0,6.1%,All Adam Shaheen red zone receiving plays,Adam Shaheen,2019
TEN,3,3,100.00%,18,3,6.4%,3,3,100.00%,18,3,15.0%,All Tajae Sharpe red zone receiving plays,Tajae Sharpe,2019
NYG,3,1,33.33%,6,0,4.5%,1,0,0.00%,0,0,3.7%,All Russell Shepard red zone receiving plays,Russell Shepard,2019
ARI,3,0,0.00%,0,0,4.3%,1,0,0.00%,0,0,3.1%,All Trent Sherfield red zone receiving plays,Trent Sherfield,2019
NYJ,3,1,33.33%,5,0,6.1%,0,0,0,0,0,.0%,All Vyncint Smith red zone receiving plays,Vyncint Smith,2019
NE,3,3,100.00%,6,0,3.5%,2,2,100.00%,0,0,4.9%,All Ben Watson red zone receiving plays,Ben Watson,2019
ARI,3,2,66.67%,19,0,4.3%,1,0,0.00%,0,0,3.1%,All Maxx Williams red zone receiving plays,Maxx Williams,2019
CAR,3,1,33.33%,6,0,4.9%,1,0,0.00%,0,0,3.3%,All Jarius Wright red zone receiving plays,Jarius Wright,2019
MIN,2,1,50.00%,16,1,4.1%,0,0,0,0,0,.0%,All Ameer Abdullah red zone receiving plays,Ameer Abdullah,2019
TB,2,2,100.00%,14,1,3.1%,2,2,100.00%,14,1,5.3%,All Peyton Barber red zone receiving plays,Peyton Barber,2019
DEN,2,2,100.00%,2,1,2.9%,1,1,100.00%,1,1,3.4%,All Andrew Beck red zone receiving plays,Andrew Beck,2019
LAC,2,1,50.00%,0,0,2.7%,1,1,100.00%,0,0,2.9%,All Travis Benjamin red zone receiving plays,Travis Benjamin,2019
SF,2,2,100.00%,20,1,2.8%,1,1,100.00%,5,1,2.6%,All Matt Breida red zone receiving plays,Matt Breida,2019
CHI,2,0,0.00%,0,0,3.0%,2,0,0.00%,0,0,6.1%,All Trey Burton red zone receiving plays,Trey Burton,2019
SEA,2,2,100.00%,15,2,2.5%,2,2,100.00%,15,2,6.3%,All Chris Carson red zone receiving plays,Chris Carson,2019
HOU,2,2,100.00%,12,0,3.2%,1,1,100.00%,6,0,4.2%,All DeAndre Carter red zone receiving plays,DeAndre Carter,2019
MIN,2,2,100.00%,3,0,4.1%,0,0,0,0,0,.0%,All Dalvin Cook red zone receiving plays,Dalvin Cook,2019
CHI,2,1,50.00%,5,0,3.0%,0,0,0,0,0,.0%,All Mike Davis red zone receiving plays,Mike Davis,2019
NYG,2,1,50.00%,3,0,3.0%,1,0,0.00%,0,0,3.7%,All Rhett Ellison red zone receiving plays,Rhett Ellison,2019
MIA,2,1,50.00%,0,0,2.8%,1,1,100.00%,0,0,4.8%,All Myles Gaskin red zone receiving plays,Myles Gaskin,2019
OAK,2,1,50.00%,2,0,3.3%,1,0,0.00%,0,0,3.6%,All Ryan Grant red zone receiving plays,Ryan Grant,2019
LAC,2,1,50.00%,14,1,2.7%,0,0,0,0,0,.0%,All Virgil Green red zone receiving plays,Virgil Green,2019
ATL,2,2,100.00%,5,0,2.6%,0,0,0,0,0,.0%,All Justin Hardy red zone receiving plays,Justin Hardy,2019
TB,2,0,0.00%,0,0,3.1%,2,0,0.00%,0,0,5.3%,All Tanner Hudson red zone receiving plays,Tanner Hudson,2019
CLE,2,1,50.00%,15,1,2.9%,0,0,0,0,0,.0%,All Kareem Hunt red zone receiving plays,Kareem Hunt,2019
OAK,2,2,100.00%,8,1,3.3%,1,1,100.00%,9,1,3.6%,All Alec Ingold red zone receiving plays,Alec Ingold,2019
OAK,2,1,50.00%,4,0,3.3%,2,1,50.00%,4,0,7.1%,All Josh Jacobs red zone receiving plays,Josh Jacobs,2019
DET,2,2,100.00%,11,0,3.3%,1,1,100.00%,3,0,2.6%,All Jesse James red zone receiving plays,Jesse James,2019
DAL,2,1,50.00%,1,1,3.4%,1,1,100.00%,1,1,5.0%,All Blake Jarwin red zone receiving plays,Blake Jarwin,2019
PIT,2,0,0.00%,0,0,4.5%,2,0,0.00%,0,0,13.3%,All Tevin Jones red zone receiving plays,Tevin Jones,2019
GB,2,1,50.00%,9,0,2.7%,2,1,50.00%,9,0,6.1%,All Jake Kumerow red zone receiving plays,Jake Kumerow,2019
GB,2,1,50.00%,1,1,2.7%,1,1,100.00%,1,1,3.0%,All Marcedes Lewis red zone receiving plays,Marcedes Lewis,2019
DET,2,1,50.00%,3,0,3.3%,1,0,0.00%,0,0,2.6%,All J.D. McKissic red zone receiving plays,J.D. McKissic,2019
PIT,2,0,0.00%,0,0,4.5%,1,0,0.00%,0,0,6.7%,All Donte Moncrief red zone receiving plays,Donte Moncrief,2019
CHI,2,2,100.00%,6,1,3.0%,1,1,100.00%,3,1,3.0%,All David Montgomery red zone receiving plays,David Montgomery,2019
CIN,2,1,50.00%,3,0,2.7%,2,1,50.00%,3,0,5.6%,All Stanley Morgan red zone receiving plays,Stanley Morgan,2019
CLE,2,1,50.00%,3,1,2.9%,2,1,50.00%,3,1,5.4%,All David Njoku red zone receiving plays,David Njoku,2019
SEA,2,1,50.00%,13,1,2.5%,0,0,0,0,0,.0%,All Rashaad Penny red zone receiving plays,Rashaad Penny,2019
TB,2,2,100.00%,27,2,3.1%,0,0,0,0,0,.0%,All Breshad Perriman red zone receiving plays,Breshad Perriman,2019
WAS,2,2,100.00%,20,0,3.2%,1,1,100.00%,7,0,3.1%,All Adrian Peterson red zone receiving plays,Adrian Peterson,2019
NYJ,2,1,50.00%,5,0,4.1%,0,0,0,0,0,.0%,All Bilal Powell red zone receiving plays,Bilal Powell,2019
KC,2,2,100.00%,17,0,3.2%,0,0,0,0,0,.0%,All Byron Pringle red zone receiving plays,Byron Pringle,2019
TEN,2,1,50.00%,1,1,4.3%,2,1,50.00%,1,1,10.0%,All MyCole Pruitt red zone receiving plays,MyCole Pruitt,2019
BAL,2,1,50.00%,15,1,3.2%,0,0,0,0,0,.0%,All Seth Roberts red zone receiving plays,Seth Roberts,2019
CIN,2,2,100.00%,15,0,2.7%,1,1,100.00%,7,0,2.8%,All John Ross red zone receiving plays,John Ross,2019
GB,2,1,50.00%,1,0,2.7%,1,1,100.00%,1,0,3.0%,All Darrius Shepherd red zone receiving plays,Darrius Shepherd,2019
DAL,2,0,0.00%,0,0,3.4%,2,0,0.00%,0,0,10.0%,All Devin Smith red zone receiving plays,Devin Smith,2019
ATL,2,2,100.00%,15,0,2.6%,0,0,0,0,0,.0%,All Ito Smith red zone receiving plays,Ito Smith,2019
PHI,2,2,100.00%,9,0,2.9%,0,0,0,0,0,.0%,All Darren Sproles red zone receiving plays,Darren Sproles,2019
ATL,2,1,50.00%,2,0,2.6%,2,1,50.00%,2,0,6.3%,All Luke Stocker red zone receiving plays,Luke Stocker,2019
BUF,2,2,100.00%,7,0,4.2%,0,0,0,0,0,.0%,All Tommy Sweeney red zone receiving plays,Tommy Sweeney,2019
CAR,2,2,100.00%,5,1,3.3%,2,2,100.00%,5,1,6.7%,All Ian Thomas red zone receiving plays,Ian Thomas,2019
GB,2,2,100.00%,23,1,2.7%,0,0,0,0,0,.0%,All Robert Tonyan red zone receiving plays,Robert Tonyan,2019
SEA,2,1,50.00%,6,0,2.5%,0,0,0,0,0,.0%,All Malik Turner red zone receiving plays,Malik Turner,2019
PIT,2,1,50.00%,7,0,4.5%,1,0,0.00%,0,0,6.7%,All Nick Vannett red zone receiving plays,Nick Vannett,2019
KC,2,1,50.00%,3,0,3.2%,1,1,100.00%,3,0,3.4%,All Spencer Ware red zone receiving plays,Spencer Ware,2019
PIT,2,2,100.00%,16,1,4.5%,1,1,100.00%,3,1,6.7%,All James Washington red zone receiving plays,James Washington,2019
KC,2,2,100.00%,14,1,3.2%,1,1,100.00%,3,1,3.4%,All Darrel Williams red zone receiving plays,Darrel Williams,2019
IND,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,3.3%,All Mo Alie-Cox red zone receiving plays,Mo Alie-Cox,2019
NYG,1,0,0.00%,0,0,1.5%,0,0,0,0,0,.0%,All Javorius Allen red zone receiving plays,Javorius Allen,2019
CAR,1,1,100.00%,4,0,1.6%,0,0,0,0,0,.0%,All Alex Armah red zone receiving plays,Alex Armah,2019
OAK,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,3.6%,All Marcell Ateman red zone receiving plays,Marcell Ateman,2019
TB,1,0,0.00%,0,0,1.6%,0,0,0,0,0,.0%,All Antony Auclair red zone receiving plays,Antony Auclair,2019
DAL,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,5.0%,All Tavon Austin red zone receiving plays,Tavon Austin,2019
DET,1,0,0.00%,0,0,1.7%,1,0,0.00%,0,0,2.6%,All Nick Bawden red zone receiving plays,Nick Bawden,2019
SEA,1,1,100.00%,3,1,1.2%,1,1,100.00%,3,1,3.1%,All Nick Bellore red zone receiving plays,Nick Bellore,2019
ATL,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,3.1%,All Christian Blake red zone receiving plays,Christian Blake,2019
TEN,1,1,100.00%,0,0,2.1%,1,1,100.00%,0,0,5.0%,All Khari Blasingame red zone receiving plays,Khari Blasingame,2019
DET,1,1,100.00%,19,1,1.7%,0,0,0,0,0,.0%,All David Blough red zone receiving plays,David Blough,2019
DEN,1,1,100.00%,-1,0,1.5%,0,0,0,0,0,.0%,All Devontae Booker red zone receiving plays,Devontae Booker,2019
MIN,1,1,100.00%,7,0,2.0%,0,0,0,0,0,.0%,All Mike Boone red zone receiving plays,Mike Boone,2019
CHI,1,1,100.00%,18,1,1.5%,0,0,0,0,0,.0%,All Ben Braunecker red zone receiving plays,Ben Braunecker,2019
IND,1,1,100.00%,2,0,1.5%,1,1,100.00%,2,0,3.3%,All Jacoby Brissett red zone receiving plays,Jacoby Brissett,2019
NYJ,1,0,0.00%,0,0,2.0%,0,0,0,0,0,.0%,All Daniel Brown red zone receiving plays,Daniel Brown,2019
CLE,1,1,100.00%,9,0,1.4%,0,0,0,0,0,.0%,All Pharaoh Brown red zone receiving plays,Pharaoh Brown,2019
DAL,1,1,100.00%,15,1,1.7%,0,0,0,0,0,.0%,All Ventell Bryant red zone receiving plays,Ventell Bryant,2019
WAS,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.1%,All Michael Burton red zone receiving plays,Michael Burton,2019
IND,1,0,0.00%,0,0,1.5%,1,0,0.00%,0,0,3.3%,All Deon Cain red zone receiving plays,Deon Cain,2019
CLE,1,1,100.00%,8,1,1.4%,1,1,100.00%,8,1,2.7%,All Stephen Carlson red zone receiving plays,Stephen Carlson,2019
CIN,1,1,100.00%,8,1,1.4%,1,1,100.00%,8,1,2.8%,All Cethan Carter red zone receiving plays,Cethan Carter,2019
ARI,1,1,100.00%,4,0,1.4%,1,1,100.00%,4,0,3.1%,All Michael Crabtree red zone receiving plays,Michael Crabtree,2019
LAC,1,1,100.00%,12,0,1.4%,0,0,0,0,0,.0%,All Sean Culkin red zone receiving plays,Sean Culkin,2019
OAK,1,1,100.00%,2,0,1.7%,1,1,100.00%,2,0,3.6%,All Trevor Davis red zone receiving plays,Trevor Davis,2019
BUF,1,1,100.00%,1,1,2.1%,1,1,100.00%,1,1,4.8%,All Dion Dawkins red zone receiving plays,Dion Dawkins,2019
OAK,1,1,100.00%,4,0,1.7%,0,0,0,0,0,.0%,All Keelan Doss red zone receiving plays,Keelan Doss,2019
BAL,1,1,100.00%,6,0,1.6%,0,0,0,0,0,.0%,All Gus Edwards red zone receiving plays,Gus Edwards,2019
SEA,1,0,0.00%,0,0,1.2%,0,0,0,0,0,.0%,All George Fant red zone receiving plays,George Fant,2019
BUF,1,0,0.00%,0,0,2.1%,0,0,0,0,0,.0%,All Robert Foster red zone receiving plays,Robert Foster,2019
DEN,1,1,100.00%,3,1,1.5%,1,1,100.00%,3,1,3.4%,All Troy Fumagalli red zone receiving plays,Troy Fumagalli,2019
IND,1,0,0.00%,0,0,1.5%,0,0,0,0,0,.0%,All Devin Funchess red zone receiving plays,Devin Funchess,2019
ATL,1,1,100.00%,18,1,1.3%,0,0,0,0,0,.0%,All Jaeden Graham red zone receiving plays,Jaeden Graham,2019
MIA,1,1,100.00%,11,0,1.4%,0,0,0,0,0,.0%,All Jakeem Grant red zone receiving plays,Jakeem Grant,2019
WAS,1,1,100.00%,4,0,1.6%,0,0,0,0,0,.0%,All Derrius Guice red zone receiving plays,Derrius Guice,2019
TEN,1,1,100.00%,6,0,2.1%,0,0,0,0,0,.0%,All Derrick Henry red zone receiving plays,Derrick Henry,2019
CLE,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.7%,All Dontrell Hilliard red zone receiving plays,Dontrell Hilliard,2019
CLE,1,0,0.00%,0,0,1.4%,1,0,0.00%,0,0,2.7%,All KhaDarel Hodge red zone receiving plays,KhaDarel Hodge,2019
CAR,1,0,0.00%,0,0,1.6%,1,0,0.00%,0,0,3.3%,All Chris Hogan red zone receiving plays,Chris Hogan,2019
MIN,1,0,0.00%,0,0,2.0%,0,0,0,0,0,.0%,All Alexander Hollins red zone receiving plays,Alexander Hollins,2019
SEA,1,1,100.00%,10,0,1.2%,0,0,0,0,0,.0%,All Travis Homer red zone receiving plays,Travis Homer,2019
PHI,1,1,100.00%,6,0,1.4%,0,0,0,0,0,.0%,All Jordan Howard red zone receiving plays,Jordan Howard,2019
LAC,1,1,100.00%,5,0,1.4%,1,1,100.00%,5,0,2.9%,All Dontrelle Inman red zone receiving plays,Dontrelle Inman,2019
