Tm,Tgt_20,Rec_20,Ctch%_20,Yds_20,TD_20,%Tgt_20,Tgt_10,Rec_10,Ctch%_10,Yds_10,TD_10,%Tgt_10,Highlights,Player,Year
DET,8,4,50.00%,13,1,11.4%,2,1,50.00%,2,1,6.3%,All Ameer Abdullah red zone receiving plays,Ameer Abdullah,2017
SEA,8,5,62.50%,36,3,12.1%,5,3,60.00%,16,2,12.5%,All Doug Baldwin red zone receiving plays,Doug Baldwin,2017
PIT,8,3,37.50%,24,2,9.8%,3,2,66.67%,7,1,7.1%,All Martavis Bryant red zone receiving plays,Martavis Bryant,2017
WAS,8,4,50.00%,36,1,12.7%,2,0,0.00%,0,0,8.0%,All Vernon Davis red zone receiving plays,Vernon Davis,2017
LAR,8,4,50.00%,20,2,10.5%,4,3,75.00%,11,2,11.4%,All Gerald Everett red zone receiving plays,Gerald Everett,2017
DEN,8,4,50.00%,21,2,13.8%,5,3,60.00%,15,2,20.8%,All Bennie Fowler red zone receiving plays,Bennie Fowler,2017
TB,8,3,37.50%,18,0,11.8%,5,1,20.00%,5,0,17.2%,All Chris Godwin red zone receiving plays,Chris Godwin,2017
WAS,8,6,75.00%,29,2,12.7%,3,1,33.33%,3,1,12.0%,All Ryan Grant red zone receiving plays,Ryan Grant,2017
KC,8,2,25.00%,16,1,11.1%,5,1,20.00%,7,1,22.7%,All Demetrius Harris red zone receiving plays,Demetrius Harris,2017
IND,8,2,25.00%,12,0,21.1%,3,0,0.00%,0,0,18.8%,All T.Y. Hilton red zone receiving plays,T.Y. Hilton,2017
NYJ,8,5,62.50%,34,2,17.0%,3,1,33.33%,3,1,12.5%,All Jermaine Kearse red zone receiving plays,Jermaine Kearse,2017
JAX,8,5,62.50%,27,3,16.3%,7,4,57.14%,22,3,24.1%,All Marqise Lee red zone receiving plays,Marqise Lee,2017
NYG,8,4,50.00%,35,1,15.4%,1,0,0.00%,0,0,3.8%,All Roger Lewis red zone receiving plays,Roger Lewis,2017
SEA,8,6,75.00%,23,1,12.1%,4,3,75.00%,5,1,10.0%,All Tyler Lockett red zone receiving plays,Tyler Lockett,2017
TEN,8,4,50.00%,46,2,18.6%,2,1,50.00%,8,1,11.8%,All Rishard Matthews red zone receiving plays,Rishard Matthews,2017
LAR,8,3,37.50%,15,1,10.5%,5,2,40.00%,10,1,14.3%,All Josh Reynolds red zone receiving plays,Josh Reynolds,2017
DET,8,6,75.00%,30,2,11.4%,3,2,66.67%,15,2,9.4%,All Theo Riddick red zone receiving plays,Theo Riddick,2017
PIT,8,3,37.50%,28,1,9.8%,2,0,0.00%,0,0,4.8%,All Eli Rogers red zone receiving plays,Eli Rogers,2017
DEN,8,5,62.50%,20,2,13.8%,5,3,60.00%,6,2,20.8%,All Emmanuel Sanders red zone receiving plays,Emmanuel Sanders,2017
HOU,7,1,14.29%,4,1,13.0%,5,1,20.00%,4,1,16.7%,All Stephen Anderson red zone receiving plays,Stephen Anderson,2017
DAL,7,4,57.14%,20,4,12.5%,6,4,66.67%,20,4,23.1%,All Cole Beasley red zone receiving plays,Cole Beasley,2017
SF,7,0,0.00%,0,0,8.2%,5,0,0.00%,0,0,13.9%,All Kendrick Bourne red zone receiving plays,Kendrick Bourne,2017
NO,7,3,42.86%,12,2,9.9%,4,1,25.00%,5,1,13.3%,All Brandon Coleman red zone receiving plays,Brandon Coleman,2017
OAK,7,1,14.29%,6,0,15.2%,3,0,0.00%,0,0,10.7%,All Jared Cook red zone receiving plays,Jared Cook,2017
HOU,7,3,42.86%,5,0,13.0%,2,1,50.00%,4,0,6.7%,All Bruce Ellington red zone receiving plays,Bruce Ellington,2017
DET,7,2,28.57%,8,1,10.0%,3,2,66.67%,8,1,9.4%,All Darren Fells red zone receiving plays,Darren Fells,2017
ATL,7,4,57.14%,23,3,10.4%,3,3,100.00%,12,3,8.6%,All Justin Hardy red zone receiving plays,Justin Hardy,2017
JAX,7,6,85.71%,38,2,14.3%,3,3,100.00%,14,2,10.3%,All Allen Hurns red zone receiving plays,Allen Hurns,2017
IND,7,2,28.57%,26,1,18.4%,4,0,0.00%,0,0,25.0%,All Donte Moncrief red zone receiving plays,Donte Moncrief,2017
KC,7,1,14.29%,2,0,9.7%,2,1,50.00%,2,0,9.1%,All Demarcus Robinson red zone receiving plays,Demarcus Robinson,2017
DET,7,7,100.00%,45,2,10.0%,2,2,100.00%,5,1,6.3%,All Golden Tate red zone receiving plays,Golden Tate,2017
SF,7,5,71.43%,29,2,8.2%,3,2,66.67%,8,2,8.3%,All Trent Taylor red zone receiving plays,Trent Taylor,2017
KC,7,5,71.43%,17,2,9.7%,2,2,100.00%,12,2,9.1%,All Charcandrick West red zone receiving plays,Charcandrick West,2017
CHI,7,2,28.57%,10,1,14.0%,2,1,50.00%,5,1,7.1%,All Kendall Wright red zone receiving plays,Kendall Wright,2017
BAL,6,5,83.33%,22,2,8.7%,4,3,75.00%,16,2,11.1%,All Javorius Allen red zone receiving plays,Javorius Allen,2017
DEN,6,6,100.00%,45,1,10.3%,2,2,100.00%,8,0,8.3%,All C.J. Anderson red zone receiving plays,C.J. Anderson,2017
NE,6,3,50.00%,34,3,7.0%,2,1,50.00%,1,1,5.4%,All Rex Burkhead red zone receiving plays,Rex Burkhead,2017
PHI,6,5,83.33%,49,3,8.0%,0,0,0,0,0,.0%,All Trey Burton red zone receiving plays,Trey Burton,2017
SF,6,3,50.00%,12,3,7.1%,6,3,50.00%,12,3,16.7%,All Garrett Celek red zone receiving plays,Garrett Celek,2017
GB,6,4,66.67%,35,2,9.4%,3,1,33.33%,2,1,10.0%,All Randall Cobb red zone receiving plays,Randall Cobb,2017
TB,6,4,66.67%,32,3,8.8%,4,3,75.00%,15,3,13.8%,All O.J. Howard red zone receiving plays,O.J. Howard,2017
CHI,6,2,33.33%,13,1,12.0%,6,2,33.33%,13,1,21.4%,All Dontrelle Inman red zone receiving plays,Dontrelle Inman,2017
DET,6,2,33.33%,15,1,8.6%,2,1,50.00%,3,1,6.3%,All T.J. Jones red zone receiving plays,T.J. Jones,2017
SF,6,6,100.00%,42,1,7.1%,1,1,100.00%,6,1,2.8%,All Kyle Juszczyk red zone receiving plays,Kyle Juszczyk,2017
NE,6,6,100.00%,52,3,7.0%,1,1,100.00%,5,1,2.7%,All Dion Lewis red zone receiving plays,Dion Lewis,2017
BAL,6,2,33.33%,19,2,8.7%,2,1,50.00%,6,1,5.6%,All Chris Moore red zone receiving plays,Chris Moore,2017
JAX,6,3,50.00%,29,1,12.2%,3,1,33.33%,8,0,10.3%,All James O'Shaughnessy red zone receiving plays,James O'Shaughnessy,2017
CHI,6,4,66.67%,13,3,12.0%,5,3,60.00%,4,3,17.9%,All Adam Shaheen red zone receiving plays,Adam Shaheen,2017
WAS,6,3,50.00%,26,2,9.5%,4,1,25.00%,7,1,16.0%,All Chris Thompson red zone receiving plays,Chris Thompson,2017
2TM,6,2,33.33%,23,1,0,0,0,0,0,0,0,All Deonte Thompson red zone receiving plays,Deonte Thompson,2017
BAL,6,6,100.00%,25,0,8.7%,1,1,100.00%,4,0,2.8%,All Danny Woodhead red zone receiving plays,Danny Woodhead,2017
GB,5,2,40.00%,13,0,7.8%,2,0,0.00%,0,0,6.7%,All Geronimo Allison red zone receiving plays,Geronimo Allison,2017
ARI,5,3,60.00%,45,3,7.2%,0,0,0,0,0,.0%,All John Brown red zone receiving plays,John Brown,2017
CLE,5,3,60.00%,13,2,11.6%,2,2,100.00%,5,2,8.0%,All Corey Coleman red zone receiving plays,Corey Coleman,2017
JAX,5,2,40.00%,17,2,10.2%,3,2,66.67%,17,2,10.3%,All Keelan Cole red zone receiving plays,Keelan Cole,2017
CAR,5,3,60.00%,23,1,9.1%,2,1,50.00%,7,1,7.7%,All Ed Dickson red zone receiving plays,Ed Dickson,2017
LAC,5,4,80.00%,29,1,7.5%,2,2,100.00%,6,1,4.5%,All Austin Ekeler red zone receiving plays,Austin Ekeler,2017
NYJ,5,3,60.00%,12,1,10.6%,2,1,50.00%,-3,0,8.3%,All Matt Forte red zone receiving plays,Matt Forte,2017
ARI,5,2,40.00%,1,0,7.2%,2,0,0.00%,0,0,8.3%,All D.J. Foster red zone receiving plays,D.J. Foster,2017
ATL,5,2,40.00%,25,1,7.5%,1,0,0.00%,0,0,2.9%,All Devonta Freeman red zone receiving plays,Devonta Freeman,2017
ATL,5,1,20.00%,4,0,7.5%,3,0,0.00%,0,0,8.6%,All Taylor Gabriel red zone receiving plays,Taylor Gabriel,2017
SF,5,3,60.00%,20,0,5.9%,0,0,0,0,0,.0%,All Pierre Garcon red zone receiving plays,Pierre Garcon,2017
NO,5,3,60.00%,25,0,7.0%,2,1,50.00%,5,0,6.7%,All Ted Ginn red zone receiving plays,Ted Ginn,2017
DET,5,2,40.00%,9,1,7.1%,3,1,33.33%,10,1,9.4%,All Kenny Golladay red zone receiving plays,Kenny Golladay,2017
NO,5,3,60.00%,7,1,7.0%,2,2,100.00%,1,1,6.7%,All Josh Hill red zone receiving plays,Josh Hill,2017
BUF,5,5,100.00%,28,3,7.7%,3,3,100.00%,9,3,8.8%,All Andre Holmes red zone receiving plays,Andre Holmes,2017
TB,5,5,100.00%,39,1,7.4%,0,0,0,0,0,.0%,All Adam Humphries red zone receiving plays,Adam Humphries,2017
TB,5,3,60.00%,16,2,7.4%,2,2,100.00%,8,2,6.9%,All DeSean Jackson red zone receiving plays,DeSean Jackson,2017
CLE,5,3,60.00%,10,1,11.6%,2,2,100.00%,4,1,8.0%,All Duke Johnson red zone receiving plays,Duke Johnson,2017
GB,5,1,20.00%,1,1,7.8%,3,1,33.33%,1,1,10.0%,All Lance Kendricks red zone receiving plays,Lance Kendricks,2017
MIN,5,3,60.00%,15,1,8.6%,1,1,100.00%,2,1,3.4%,All Jerick McKinnon red zone receiving plays,Jerick McKinnon,2017
HOU,5,4,80.00%,27,3,9.3%,3,3,100.00%,17,3,10.0%,All Lamar Miller red zone receiving plays,Lamar Miller,2017
CAR,5,1,20.00%,5,0,9.1%,2,1,50.00%,5,0,7.7%,All Greg Olsen red zone receiving plays,Greg Olsen,2017
NYJ,5,4,80.00%,4,0,10.6%,4,4,100.00%,4,0,16.7%,All Bilal Powell red zone receiving plays,Bilal Powell,2017
TB,5,3,60.00%,21,1,7.4%,1,1,100.00%,6,1,3.4%,All Charles Sims red zone receiving plays,Charles Sims,2017
PHI,5,3,60.00%,24,1,6.7%,1,0,0.00%,0,0,3.3%,All Torrey Smith red zone receiving plays,Torrey Smith,2017
SEA,5,4,80.00%,20,2,7.6%,2,2,100.00%,16,2,5.0%,All Luke Willson red zone receiving plays,Luke Willson,2017
DAL,5,1,20.00%,3,0,8.9%,3,0,0.00%,0,0,11.5%,All Terrance Williams red zone receiving plays,Terrance Williams,2017
IND,4,1,25.00%,9,0,10.5%,1,0,0.00%,0,0,6.3%,All Kamar Aiken red zone receiving plays,Kamar Aiken,2017
2TM,4,4,100.00%,36,1,0,0,0,0,0,0,0,All Jay Ajayi red zone receiving plays,Jay Ajayi,2017
NE,4,1,25.00%,11,1,4.7%,1,0,0.00%,0,0,2.7%,All Dwayne Allen red zone receiving plays,Dwayne Allen,2017
NYG,4,4,100.00%,30,2,7.7%,3,3,100.00%,22,2,11.5%,All Odell Beckham red zone receiving plays,Odell Beckham,2017
CIN,4,3,75.00%,17,1,8.0%,1,1,100.00%,6,1,4.0%,All Giovani Bernard red zone receiving plays,Giovani Bernard,2017
CLE,4,2,50.00%,30,2,9.3%,1,0,0.00%,0,0,4.0%,All Kenny Britt red zone receiving plays,Kenny Britt,2017
ATL,4,4,100.00%,46,3,6.0%,1,1,100.00%,3,1,2.9%,All Tevin Coleman red zone receiving plays,Tevin Coleman,2017
CHI,4,2,50.00%,15,1,8.0%,4,2,50.00%,15,1,14.3%,All Benny Cunningham red zone receiving plays,Benny Cunningham,2017
TEN,4,3,75.00%,20,0,9.3%,0,0,0,0,0,.0%,All Corey Davis red zone receiving plays,Corey Davis,2017
CLE,4,1,25.00%,3,1,9.3%,3,1,33.33%,3,1,12.0%,All Seth Devalve red zone receiving plays,Seth Devalve,2017
ARI,4,2,50.00%,-3,0,5.8%,2,1,50.00%,-6,0,8.3%,All Andre Ellington red zone receiving plays,Andre Ellington,2017
NO,4,4,100.00%,29,2,5.6%,3,3,100.00%,19,2,10.0%,All Coby Fleener red zone receiving plays,Coby Fleener,2017
HOU,4,3,75.00%,35,3,7.4%,3,2,66.67%,19,2,10.0%,All Will Fuller red zone receiving plays,Will Fuller,2017
DEN,4,1,25.00%,2,1,6.9%,2,1,50.00%,2,1,8.3%,All Virgil Green red zone receiving plays,Virgil Green,2017
KC,4,1,25.00%,7,0,5.6%,1,0,0.00%,0,0,4.5%,All Tyreek Hill red zone receiving plays,Tyreek Hill,2017
JAX,4,2,50.00%,10,0,8.2%,3,2,66.67%,10,0,10.3%,All Chris Ivory red zone receiving plays,Chris Ivory,2017
CLE,4,1,25.00%,5,0,9.3%,3,1,33.33%,5,0,12.0%,All Ricardo Louis red zone receiving plays,Ricardo Louis,2017
BUF,4,4,100.00%,16,1,6.2%,3,3,100.00%,14,1,8.8%,All Jordan Matthews red zone receiving plays,Jordan Matthews,2017
HOU,4,2,50.00%,6,1,7.4%,4,2,50.00%,6,1,13.3%,All Braxton Miller red zone receiving plays,Braxton Miller,2017
CHI,4,1,25.00%,11,0,8.0%,2,0,0.00%,0,0,7.1%,All Zach Miller red zone receiving plays,Zach Miller,2017
GB,4,2,50.00%,3,1,6.3%,2,1,50.00%,1,1,6.7%,All Ty Montgomery red zone receiving plays,Ty Montgomery,2017
SF,4,1,25.00%,10,1,4.7%,2,1,50.00%,10,1,5.6%,All Louis Murphy red zone receiving plays,Louis Murphy,2017
OAK,4,3,75.00%,15,0,8.7%,2,1,50.00%,2,0,7.1%,All Cordarrelle Patterson red zone receiving plays,Cordarrelle Patterson,2017
WAS,4,2,50.00%,9,0,6.3%,1,0,0.00%,0,0,4.0%,All Terrelle Pryor red zone receiving plays,Terrelle Pryor,2017
WAS,4,3,75.00%,26,2,6.3%,1,1,100.00%,5,1,4.0%,All Jordan Reed red zone receiving plays,Jordan Reed,2017
OAK,4,2,50.00%,27,1,8.7%,1,0,0.00%,0,0,3.6%,All Seth Roberts red zone receiving plays,Seth Roberts,2017
SF,4,2,50.00%,20,1,4.7%,0,0,0,0,0,.0%,All Aldrick Robinson red zone receiving plays,Aldrick Robinson,2017
CAR,4,0,0.00%,0,0,7.3%,1,0,0.00%,0,0,3.8%,All Russell Shepard red zone receiving plays,Russell Shepard,2017
OAK,4,4,100.00%,16,1,8.7%,1,1,100.00%,4,1,3.6%,All DeAndre Washington red zone receiving plays,DeAndre Washington,2017
LAR,3,1,33.33%,2,0,3.9%,1,0,0.00%,0,0,2.9%,All Tavon Austin red zone receiving plays,Tavon Austin,2017
CHI,3,0,0.00%,0,0,6.0%,2,0,0.00%,0,0,7.1%,All Josh Bellamy red zone receiving plays,Josh Bellamy,2017
GB,3,2,66.67%,0,0,4.7%,3,2,66.67%,0,0,10.0%,All Martellus Bennett red zone receiving plays,Martellus Bennett,2017
DEN,3,2,66.67%,2,0,5.2%,0,0,0,0,0,.0%,All Devontae Booker red zone receiving plays,Devontae Booker,2017
SF,3,0,0.00%,0,0,3.5%,1,0,0.00%,0,0,2.8%,All Matt Breida red zone receiving plays,Matt Breida,2017
DAL,3,2,66.67%,16,1,5.4%,2,1,50.00%,10,1,7.7%,All Brice Butler red zone receiving plays,Brice Butler,2017
CAR,3,2,66.67%,22,2,5.5%,2,1,50.00%,9,1,7.7%,All Damiere Byrd red zone receiving plays,Damiere Byrd,2017
DEN,3,2,66.67%,5,0,5.2%,0,0,0,0,0,.0%,All Jamaal Charles red zone receiving plays,Jamaal Charles,2017
PHI,3,2,66.67%,24,2,4.0%,1,1,100.00%,9,1,3.3%,All Corey Clement red zone receiving plays,Corey Clement,2017
MIN,3,1,33.33%,16,0,5.2%,1,0,0.00%,0,0,3.4%,All Dalvin Cook red zone receiving plays,Dalvin Cook,2017
LAR,3,1,33.33%,-3,0,3.9%,2,1,50.00%,-3,0,5.7%,All Pharoh Cooper red zone receiving plays,Pharoh Cooper,2017
CLE,3,1,33.33%,3,0,7.0%,3,1,33.33%,3,0,12.0%,All Isaiah Crowell red zone receiving plays,Isaiah Crowell,2017
BUF,3,2,66.67%,-3,0,4.6%,3,2,66.67%,-3,0,8.8%,All Patrick DiMarco red zone receiving plays,Patrick DiMarco,2017
MIA,3,3,100.00%,21,1,4.5%,1,1,100.00%,8,1,2.9%,All Kenyan Drake red zone receiving plays,Kenyan Drake,2017
DAL,3,3,100.00%,15,1,5.4%,1,1,100.00%,10,1,3.8%,All Ezekiel Elliott red zone receiving plays,Ezekiel Elliott,2017
IND,3,2,66.67%,15,1,7.9%,0,0,0,0,0,.0%,All Frank Gore red zone receiving plays,Frank Gore,2017
LAR,3,2,66.67%,12,1,3.9%,1,1,100.00%,8,1,2.9%,All Tyler Higbee red zone receiving plays,Tyler Higbee,2017
CLE,3,1,33.33%,5,1,7.0%,2,1,50.00%,5,1,8.0%,All Rashard Higgins red zone receiving plays,Rashard Higgins,2017
GB,3,1,33.33%,9,0,4.7%,1,0,0.00%,0,0,3.3%,All Aaron Jones red zone receiving plays,Aaron Jones,2017
NYG,3,2,66.67%,18,2,5.8%,1,1,100.00%,5,1,3.8%,All Tavarres King red zone receiving plays,Tavarres King,2017
BAL,3,1,33.33%,2,1,4.3%,3,1,33.33%,2,1,8.3%,All Jeremy Maclin red zone receiving plays,Jeremy Maclin,2017
TB,3,2,66.67%,23,0,4.4%,1,0,0.00%,0,0,3.4%,All Doug Martin red zone receiving plays,Doug Martin,2017
PIT,3,1,33.33%,7,1,3.7%,3,1,33.33%,7,1,7.1%,All Vance McDonald red zone receiving plays,Vance McDonald,2017
NYJ,3,3,100.00%,14,1,6.4%,1,1,100.00%,2,1,4.2%,All Elijah McGuire red zone receiving plays,Elijah McGuire,2017
SEA,3,2,66.67%,22,1,4.5%,2,1,50.00%,7,0,5.0%,All J.D. McKissic red zone receiving plays,J.D. McKissic,2017
JAX,3,2,66.67%,19,2,6.1%,1,1,100.00%,5,1,3.4%,All Jaydon Mickens red zone receiving plays,Jaydon Mickens,2017
ARI,3,2,66.67%,16,1,4.3%,2,1,50.00%,1,1,8.3%,All JJ Nelson red zone receiving plays,JJ Nelson,2017
ARI,3,1,33.33%,14,1,4.3%,1,0,0.00%,0,0,4.2%,All Troy Niklas red zone receiving plays,Troy Niklas,2017
BUF,3,1,33.33%,7,1,4.6%,2,1,50.00%,7,1,5.9%,All Nick O'Leary red zone receiving plays,Nick O'Leary,2017
BAL,3,0,0.00%,0,0,4.3%,1,0,0.00%,0,0,2.8%,All Breshad Perriman red zone receiving plays,Breshad Perriman,2017
TEN,3,0,0.00%,0,0,7.0%,1,0,0.00%,0,0,5.9%,All Jonnu Smith red zone receiving plays,Jonnu Smith,2017
DAL,3,2,66.67%,17,0,5.4%,0,0,0,0,0,.0%,All Rod Smith red zone receiving plays,Rod Smith,2017
NO,3,2,66.67%,9,0,4.2%,0,0,0,0,0,.0%,All Willie Snead red zone receiving plays,Willie Snead,2017
BUF,3,2,66.67%,19,1,4.6%,2,1,50.00%,7,0,5.9%,All Brandon Tate red zone receiving plays,Brandon Tate,2017
2TM,3,0,0.00%,0,0,0,2,0,0.00%,0,0,0,All Ross Travis red zone receiving plays,Ross Travis,2017
MIA,3,2,66.67%,13,1,4.5%,2,1,50.00%,10,1,5.7%,All Damien Williams red zone receiving plays,Damien Williams,2017
GB,3,2,66.67%,8,0,4.7%,2,1,50.00%,4,0,6.7%,All Jamaal Williams red zone receiving plays,Jamaal Williams,2017
BAL,3,3,100.00%,5,1,4.3%,2,2,100.00%,3,1,5.6%,All Maxx Williams red zone receiving plays,Maxx Williams,2017
LAC,3,0,0.00%,0,0,4.5%,2,0,0.00%,0,0,4.5%,All Mike Williams red zone receiving plays,Mike Williams,2017
NYG,2,0,0.00%,0,0,3.8%,2,0,0.00%,0,0,7.7%,All Jerell Adams red zone receiving plays,Jerell Adams,2017
LAC,2,2,100.00%,13,0,3.0%,0,0,0,0,0,.0%,All Travis Benjamin red zone receiving plays,Travis Benjamin,2017
CAR,2,1,50.00%,4,0,3.6%,1,0,0.00%,0,0,3.8%,All Brenton Bersin red zone receiving plays,Brenton Bersin,2017
PHI,2,2,100.00%,1,1,2.7%,1,1,100.00%,1,1,3.3%,All LeGarrette Blount red zone receiving plays,LeGarrette Blount,2017
HOU,2,2,100.00%,4,0,3.7%,1,1,100.00%,-3,0,3.3%,All Alfred Blue red zone receiving plays,Alfred Blue,2017
CIN,2,2,100.00%,14,1,4.0%,2,2,100.00%,14,1,8.0%,All Tyler Boyd red zone receiving plays,Tyler Boyd,2017
BAL,2,1,50.00%,6,1,2.9%,2,1,50.00%,6,1,5.6%,All Michael Campanaro red zone receiving plays,Michael Campanaro,2017
SEA,2,1,50.00%,10,1,3.0%,2,1,50.00%,10,1,5.0%,All Chris Carson red zone receiving plays,Chris Carson,2017
PHI,2,1,50.00%,5,1,2.7%,2,1,50.00%,5,1,6.7%,All Brent Celek red zone receiving plays,Brent Celek,2017
BAL,2,1,50.00%,-4,0,2.9%,1,1,100.00%,-4,0,2.8%,All Alex Collins red zone receiving plays,Alex Collins,2017
IND,2,0,0.00%,0,0,5.3%,2,0,0.00%,0,0,12.5%,All Darrell Daniels red zone receiving plays,Darrell Daniels,2017
NYG,2,2,100.00%,3,2,3.8%,2,2,100.00%,3,2,7.7%,All Rhett Ellison red zone receiving plays,Rhett Ellison,2017
MIA,2,2,100.00%,7,1,3.0%,2,2,100.00%,7,1,5.7%,All Anthony Fasano red zone receiving plays,Anthony Fasano,2017
NYG,2,2,100.00%,11,1,3.8%,1,1,100.00%,4,1,3.8%,All Wayne Gallman red zone receiving plays,Wayne Gallman,2017
ARI,2,0,0.00%,0,0,2.9%,1,0,0.00%,0,0,4.2%,All Brittan Golden red zone receiving plays,Brittan Golden,2017
CLE,2,1,50.00%,18,1,4.7%,0,0,0,0,0,.0%,All Josh Gordon red zone receiving plays,Josh Gordon,2017
HOU,2,1,50.00%,12,1,3.7%,0,0,0,0,0,.0%,All Ryan Griffin red zone receiving plays,Ryan Griffin,2017
PIT,2,2,100.00%,9,1,2.4%,1,1,100.00%,1,1,2.4%,All Xavier Grimble red zone receiving plays,Xavier Grimble,2017
ATL,2,0,0.00%,0,0,3.0%,1,0,0.00%,0,0,2.9%,All Marvin Hall red zone receiving plays,Marvin Hall,2017
TEN,2,2,100.00%,7,0,4.7%,0,0,0,0,0,.0%,All Derrick Henry red zone receiving plays,Derrick Henry,2017
NE,2,0,0.00%,0,0,2.3%,1,0,0.00%,0,0,2.7%,All Jacob Hollister red zone receiving plays,Jacob Hollister,2017
NO,2,2,100.00%,2,1,2.8%,2,2,100.00%,2,1,6.7%,All Michael Hoomanawanui red zone receiving plays,Michael Hoomanawanui,2017
CHI,2,0,0.00%,0,0,4.0%,2,0,0.00%,0,0,7.1%,All Jordan Howard red zone receiving plays,Jordan Howard,2017
PIT,2,1,50.00%,5,1,2.4%,2,1,50.00%,5,1,4.8%,All Justin Hunter red zone receiving plays,Justin Hunter,2017
NO,2,1,50.00%,1,0,2.8%,0,0,0,0,0,.0%,All Tommylee Lewis red zone receiving plays,Tommylee Lewis,2017
NO,2,2,100.00%,8,1,2.8%,2,2,100.00%,8,1,6.7%,All Zach Line red zone receiving plays,Zach Line,2017
IND,2,1,50.00%,10,0,5.3%,0,0,0,0,0,.0%,All Marlon Mack red zone receiving plays,Marlon Mack,2017
NYG,2,2,100.00%,27,0,3.8%,0,0,0,0,0,.0%,All Brandon Marshall red zone receiving plays,Brandon Marshall,2017
BAL,2,0,0.00%,0,0,2.9%,2,0,0.00%,0,0,5.6%,All Chris Matthews red zone receiving plays,Chris Matthews,2017
SEA,2,0,0.00%,0,0,3.0%,1,0,0.00%,0,0,2.5%,All Tanner McEvoy red zone receiving plays,Tanner McEvoy,2017
CIN,2,2,100.00%,13,0,4.0%,1,1,100.00%,3,0,4.0%,All Joe Mixon red zone receiving plays,Joe Mixon,2017
TEN,2,2,100.00%,13,1,4.7%,1,1,100.00%,7,1,5.9%,All DeMarco Murray red zone receiving plays,DeMarco Murray,2017
MIN,2,1,50.00%,1,0,3.4%,0,0,0,0,0,.0%,All Latavius Murray red zone receiving plays,Latavius Murray,2017
WAS,2,1,50.00%,4,0,3.2%,0,0,0,0,0,.0%,All Niles Paul red zone receiving plays,Niles Paul,2017
2TM,2,1,50.00%,0,0,0,1,0,0.00%,0,0,0,All Adrian Peterson red zone receiving plays,Adrian Peterson,2017
BAL,2,2,100.00%,9,2,2.9%,2,2,100.00%,9,2,5.6%,All Patrick Ricard red zone receiving plays,Patrick Ricard,2017
IND,2,1,50.00%,7,0,5.3%,0,0,0,0,0,.0%,All Chester Rogers red zone receiving plays,Chester Rogers,2017
ARI,2,1,50.00%,11,1,2.9%,1,0,0.00%,0,0,4.2%,All Ricky Seals-Jones red zone receiving plays,Ricky Seals-Jones,2017
CHI,2,2,100.00%,12,0,4.0%,1,1,100.00%,7,0,3.6%,All Dion Sims red zone receiving plays,Dion Sims,2017
PHI,2,1,50.00%,8,0,2.7%,0,0,0,0,0,.0%,All Wendell Smallwood red zone receiving plays,Wendell Smallwood,2017
KC,2,2,100.00%,8,1,2.8%,2,2,100.00%,8,1,9.1%,All De'Anthony Thomas red zone receiving plays,De'Anthony Thomas,2017
ATL,2,2,100.00%,11,0,3.0%,1,1,100.00%,7,0,2.9%,All Levine Toilolo red zone receiving plays,Levine Toilolo,2017
BUF,2,0,0.00%,0,0,3.1%,1,0,0.00%,0,0,2.9%,All Mike Tolbert red zone receiving plays,Mike Tolbert,2017
CIN,2,1,50.00%,1,1,4.0%,2,1,50.00%,1,1,8.0%,All C.J. Uzomah red zone receiving plays,C.J. Uzomah,2017
NYG,2,1,50.00%,3,0,3.8%,0,0,0,0,0,.0%,All Shane Vereen red zone receiving plays,Shane Vereen,2017
JAX,2,1,50.00%,18,1,4.1%,1,0,0.00%,0,0,3.4%,All Dede Westbrook red zone receiving plays,Dede Westbrook,2017
CLE,2,1,50.00%,4,0,4.7%,1,1,100.00%,4,0,4.0%,All Kasen Williams red zone receiving plays,Kasen Williams,2017
MIN,2,2,100.00%,9,2,3.4%,2,2,100.00%,9,2,6.9%,All Jarius Wright red zone receiving plays,Jarius Wright,2017
DET,1,1,100.00%,12,0,1.4%,0,0,0,0,0,.0%,All Jared Abbrederis red zone receiving plays,Jared Abbrederis,2017
TB,1,1,100.00%,1,0,1.5%,0,0,0,0,0,.0%,All Peyton Barber red zone receiving plays,Peyton Barber,2017
PHI,1,0,0.00%,0,0,1.3%,1,0,0.00%,0,0,3.3%,All Kenjon Barner red zone receiving plays,Kenjon Barner,2017
DET,1,1,100.00%,1,1,1.4%,1,1,100.00%,1,1,3.1%,All Nick Bellore red zone receiving plays,Nick Bellore,2017
JAX,1,1,100.00%,1,1,2.0%,1,1,100.00%,1,1,3.4%,All Tommy Bohanon red zone receiving plays,Tommy Bohanon,2017
LAR,1,1,100.00%,-4,0,1.3%,1,1,100.00%,-4,0,2.9%,All Malcolm Brown red zone receiving plays,Malcolm Brown,2017
DAL,1,1,100.00%,-2,0,1.8%,1,1,100.00%,-2,0,3.8%,All Noah Brown red zone receiving plays,Noah Brown,2017
NYG,1,0,0.00%,0,0,1.9%,0,0,0,0,0,.0%,All Marquis Bundy red zone receiving plays,Marquis Bundy,2017
CHI,1,1,100.00%,0,0,2.0%,1,1,100.00%,0,0,3.6%,All Michael Burton red zone receiving plays,Michael Burton,2017
